,Emotions,Path
409,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_goose_sad.wav
410,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_learn_sad.wav
411,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_chief_sad.wav
412,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_gas_sad.wav
413,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_loaf_sad.wav
414,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_phone_sad.wav
415,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_dip_sad.wav
416,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_pad_sad.wav
417,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_page_sad.wav
418,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_hire_sad.wav
419,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_numb_sad.wav
420,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_fail_sad.wav
421,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_kill_sad.wav
422,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_limb_sad.wav
423,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_perch_sad.wav
424,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_met_sad.wav
425,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_love_sad.wav
426,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_fit_sad.wav
427,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_death_sad.wav
428,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_back_sad.wav
429,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_jar_sad.wav
430,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_pass_sad.wav
431,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_keep_sad.wav
432,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_match_sad.wav
433,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_keg_sad.wav
434,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_hush_sad.wav
435,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_hall_sad.wav
436,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_jug_sad.wav
437,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_long_sad.wav
438,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_lot_sad.wav
439,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_date_sad.wav
440,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_bath_sad.wav
441,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_goal_sad.wav
442,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_chalk_sad.wav
443,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_five_sad.wav
444,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_peg_sad.wav
445,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_book_sad.wav
446,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_chair_sad.wav
447,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_lore_sad.wav
448,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_merge_sad.wav
449,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_kite_sad.wav
450,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_ditch_sad.wav
451,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_knock_sad.wav
452,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_hash_sad.wav
453,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_home_sad.wav
454,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_dab_sad.wav
455,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_mouse_sad.wav
456,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_haze_sad.wav
457,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_hole_sad.wav
458,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_have_sad.wav
459,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_note_sad.wav
460,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_calm_sad.wav
461,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_near_sad.wav
462,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_juice_sad.wav
463,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_gin_sad.wav
464,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_mill_sad.wav
465,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_kick_sad.wav
466,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_door_sad.wav
467,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_jail_sad.wav
468,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_pain_sad.wav
469,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_half_sad.wav
470,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_lose_sad.wav
471,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_keen_sad.wav
472,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_chain_sad.wav
473,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_get_sad.wav
474,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_beg_sad.wav
475,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_laud_sad.wav
476,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_life_sad.wav
477,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_name_sad.wav
478,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_bar_sad.wav
479,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_mood_sad.wav
480,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_nice_sad.wav
481,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_cheek_sad.wav
482,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_mop_sad.wav
483,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_live_sad.wav
484,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_nag_sad.wav
485,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_dime_sad.wav
486,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_dodge_sad.wav
487,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_join_sad.wav
488,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_pick_sad.wav
489,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_luck_sad.wav
490,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_gaze_sad.wav
491,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_dead_sad.wav
492,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_lid_sad.wav
493,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_hurl_sad.wav
494,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_burn_sad.wav
495,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_late_sad.wav
496,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_far_sad.wav
497,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_fat_sad.wav
498,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_lean_sad.wav
499,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_gap_sad.wav
500,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_moon_sad.wav
501,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_cause_sad.wav
502,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_chat_sad.wav
503,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_choice_sad.wav
504,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_judge_sad.wav
505,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_gun_sad.wav
506,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_hit_sad.wav
507,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_base_sad.wav
508,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_bean_sad.wav
509,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_pearl_sad.wav
510,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_check_sad.wav
511,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_deep_sad.wav
512,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_mob_sad.wav
513,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_cool_sad.wav
514,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_king_sad.wav
515,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_food_sad.wav
516,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_germ_sad.wav
517,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_cab_sad.wav
518,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_boat_sad.wav
519,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_bone_sad.wav
520,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_dog_sad.wav
521,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_lease_sad.wav
522,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_good_sad.wav
523,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_make_sad.wav
524,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_south_sad.wav
525,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_rat_sad.wav
526,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_week_sad.wav
527,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_ring_sad.wav
528,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_soap_sad.wav
529,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_wire_sad.wav
530,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_puff_sad.wav
531,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_sub_sad.wav
532,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_voice_sad.wav
533,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_rough_sad.wav
534,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_sail_sad.wav
535,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_void_sad.wav
536,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_room_sad.wav
537,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_tire_sad.wav
538,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_thumb_sad.wav
539,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_raise_sad.wav
540,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_shack_sad.wav
541,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_pole_sad.wav
542,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_which_sad.wav
543,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_tell_sad.wav
544,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_shout_sad.wav
545,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_pool_sad.wav
546,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_vine_sad.wav
547,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_rush_sad.wav
548,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_thin_sad.wav
549,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_ton_sad.wav
550,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_rain_sad.wav
551,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_red_sad.wav
552,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_sure_sad.wav
553,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_rag_sad.wav
554,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_wheat_sad.wav
555,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_soup_sad.wav
556,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_time_sad.wav
557,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_tool_sad.wav
558,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_yearn_sad.wav
559,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_wash_sad.wav
560,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_wife_sad.wav
561,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_shirt_sad.wav
562,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_whip_sad.wav
563,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_reach_sad.wav
564,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_white_sad.wav
565,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_yes_sad.wav
566,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_size_sad.wav
567,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_sour_sad.wav
568,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_sell_sad.wav
569,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_when_sad.wav
570,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_turn_sad.wav
571,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_team_sad.wav
572,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_wag_sad.wav
573,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_tape_sad.wav
574,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_young_sad.wav
575,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_tip_sad.wav
576,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_read_sad.wav
577,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_pike_sad.wav
578,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_such_sad.wav
579,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_should_sad.wav
580,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_third_sad.wav
581,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_search_sad.wav
582,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_shawl_sad.wav
583,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_walk_sad.wav
584,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_youth_sad.wav
585,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_talk_sad.wav
586,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_witch_sad.wav
587,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_rot_sad.wav
588,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_ripe_sad.wav
589,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_road_sad.wav
590,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_said_sad.wav
591,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_seize_sad.wav
592,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_shall_sad.wav
593,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_raid_sad.wav
594,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_vote_sad.wav
595,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_tough_sad.wav
596,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_rose_sad.wav
597,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_take_sad.wav
598,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_thought_sad.wav
599,sad,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_sheep_sad.wav
600,happy,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_germ_happy.wav
601,happy,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_choice_happy.wav
602,happy,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_calm_happy.wav
603,happy,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_fit_happy.wav
604,happy,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_goal_happy.wav
605,happy,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_dead_happy.wav
606,happy,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_base_happy.wav
607,happy,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_deep_happy.wav
608,happy,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_back_happy.wav
609,happy,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_date_happy.wav
610,happy,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_far_happy.wav
611,happy,/content/drive/MyDrive/archivez/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_dip_happy.wav
